id,title,culture,theme,period,dateStart,dateEnd,site,region,currentMuseum,lat,lng,locationPrecision,imageUrl,image_photographer,image_license,image_licenseUrl,image_sourceUrl,sourceCitation,description
knossos-wall-painting-of-the-saffron-gatherer-from-knossos-room-of-the-saffron-gatherer-heraklion-am-01,Wall painting of the Saffron Gatherer from Knossos (room of the saffron gatherer) - Heraklion AM - 01,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29658,25.16455,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_the_Saffron_Gatherer_from_Knossos_%28room_of_the_saffron_gatherer%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_the_Saffron_Gatherer_from_Knossos_%28room_of_the_saffron_gatherer%29_-_Heraklion_AM_-_01.jpg,,Wall painting of the Saffron Gatherer from Knossos (room of the saffron gatherer) - Heraklion AM - 01
knossos-wall-painting-of-the-saffron-gatherer-from-knossos-room-of-the-saffron-gatherer-heraklion-am-02,Wall painting of the Saffron Gatherer from Knossos (room of the saffron gatherer) - Heraklion AM - 02,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29898,25.16447,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_the_Saffron_Gatherer_from_Knossos_%28room_of_the_saffron_gatherer%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_the_Saffron_Gatherer_from_Knossos_%28room_of_the_saffron_gatherer%29_-_Heraklion_AM_-_02.jpg,,Wall painting of the Saffron Gatherer from Knossos (room of the saffron gatherer) - Heraklion AM - 02
knossos-wall-painting-of-monkeys-in-a-landscape-from-knossos-house-of-the-frescoes-heraklion-am-01,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 01,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29935,25.16273,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_01.jpg,,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 01
knossos-wall-painting-of-monkeys-in-a-landscape-from-knossos-house-of-the-frescoes-heraklion-am-02,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 02,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29812,25.16353,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_02.jpg,,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 02
knossos-wall-painting-of-monkeys-in-a-landscape-from-knossos-house-of-the-frescoes-heraklion-am-03,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 03,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2971,25.16397,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_03.jpg,,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 03
knossos-wall-painting-of-monkeys-in-a-landscape-from-knossos-house-of-the-frescoes-heraklion-am-04,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 04,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29746,25.16208,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_monkeys_in_a_landscape_from_Knossos_%28House_of_the_Frescoes%29_-_Heraklion_AM_-_04.jpg,,Wall painting of monkeys in a landscape from Knossos (House of the Frescoes) - Heraklion AM - 04
knossos-wall-painting-of-griffins-and-athletes-from-knossos-east-corridor-heraklion-am,Wall painting of griffins and athletes from Knossos (East Corridor) - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29882,25.16185,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_griffins_and_athletes_from_Knossos_%28East_Corridor%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_griffins_and_athletes_from_Knossos_%28East_Corridor%29_-_Heraklion_AM.jpg,,Wall painting of griffins and athletes from Knossos (East Corridor) - Heraklion AM
knossos-wall-painting-of-three-women-ladies-in-blue-from-knossos-outside-royal-magazines-heraklion-am,Wall painting of three women (Ladies in Blue) from Knossos (outside Royal Magazines) - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29872,25.16213,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_three_women_%28Ladies_in_Blue%29_from_Knossos_%28outside_Royal_Magazines%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_three_women_%28Ladies_in_Blue%29_from_Knossos_%28outside_Royal_Magazines%29_-_Heraklion_AM.jpg,,Wall painting of three women (Ladies in Blue) from Knossos (outside Royal Magazines) - Heraklion AM
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-01,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 01,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2982,25.16327,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_01.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 01
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-02,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 02,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29867,25.16443,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_02.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 02
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-03,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 03,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29841,25.16414,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_03.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 03
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-04,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 04,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29836,25.16393,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_04.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 04
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-05,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 05,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29888,25.16453,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_05.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 05
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-heraklion-am-06,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 06,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29895,25.16185,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_Heraklion_AM_-_06.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - Heraklion AM - 06
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-london-bm-01,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - London BM - 01,Minoan,Ritual & Religion,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2988,25.16282,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_London_BM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_London_BM_-_01.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - London BM - 01
knossos-wall-painting-of-grandstand-or-sacred-grove-and-shrine-from-knossos-north-end-of-central-court-london-bm-02,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - London BM - 02,Minoan,Ritual & Religion,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29876,25.16339,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_London_BM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_grandstand_or_sacred_grove_and_shrine_from_Knossos_%28north_end_of_central_court%29_-_London_BM_-_02.jpg,,Wall painting of grandstand or sacred grove and shrine from Knossos (north end of central court) - London BM - 02
knossos-wall-painting-of-tricolumnar-shrine-from-knossos-heraklion-am,Wall painting of tricolumnar shrine from Knossos - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29714,25.16407,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_tricolumnar_shrine_from_Knossos_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_tricolumnar_shrine_from_Knossos_-_Heraklion_AM.jpg,,Wall painting of tricolumnar shrine from Knossos - Heraklion AM
knossos-wall-painting-of-labyrinth-and-other-fragments-from-knossos-east-west-corridor-heraklion-am,Wall painting of labyrinth and other fragments from Knossos (East-West Corridor) - Heraklion AM,Minoan,Animal,,,,Knossos,Crete,Heraklion Archaeological Museum,35.2968,25.16315,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_labyrinth_and_other_fragments_from_Knossos_%28East-West_Corridor%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_labyrinth_and_other_fragments_from_Knossos_%28East-West_Corridor%29_-_Heraklion_AM.jpg,,Wall painting of labyrinth and other fragments from Knossos (East-West Corridor) - Heraklion AM
knossos-wall-painting-of-bull-from-knossos-thirteenth-magazine-heraklion-am,Wall painting of bull from Knossos (thirteenth magazine) - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29671,25.16372,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_bull_from_Knossos_%28thirteenth_magazine%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_bull_from_Knossos_%28thirteenth_magazine%29_-_Heraklion_AM.jpg,,Wall painting of bull from Knossos (thirteenth magazine) - Heraklion AM
knossos-wall-painting-of-athletes-from-knossos-heraklion-am,Wall painting of athletes from Knossos - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29896,25.16404,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_athletes_from_Knossos_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_athletes_from_Knossos_-_Heraklion_AM.jpg,,Wall painting of athletes from Knossos - Heraklion AM
amnisos-wall-painting-of-lilies-from-amnisos-room-7-heraklion-am,Wall painting of lilies from Amnisos (room 7) - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Amnisos,Crete,Heraklion Archaeological Museum,35.32993,25.20467,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_lilies_from_Amnisos_%28room_7%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_lilies_from_Amnisos_%28room_7%29_-_Heraklion_AM.jpg,,Wall painting of lilies from Amnisos (room 7) - Heraklion AM
amnisos-wall-painting-of-mint-and-iris-from-amnisos-room-7-heraklion-am,Wall painting of mint and iris from Amnisos (room 7) - Heraklion AM,Minoan,Animal,Middle Bronze Age,,,Amnisos,Crete,Heraklion Archaeological Museum,35.33022,25.20604,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_mint_and_iris_from_Amnisos_%28room_7%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_mint_and_iris_from_Amnisos_%28room_7%29_-_Heraklion_AM.jpg,,Wall painting of mint and iris from Amnisos (room 7) - Heraklion AM
aegean-prehistoric-painting-on-plaster-tripod-offering-table-from-palaikastro-siteia-am,Painting on plaster tripod offering table from Palaikastro - Siteia AM,Minoan,Ritual & Religion,Middle Bronze Age,,,Aegean Prehistoric,Crete,Heraklion Archaeological Museum,35.29799,25.16226,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_plaster_tripod_offering_table_from_Palaikastro_-_Siteia_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_plaster_tripod_offering_table_from_Palaikastro_-_Siteia_AM.jpg,,Painting on plaster tripod offering table from Palaikastro - Siteia AM
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-01,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 01,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06075,24.79257,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_01.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 01
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-02,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 02,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05961,24.79303,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_02.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 02
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-03,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 03,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06008,24.79421,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_03.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 03
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-04,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 04,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06032,24.79255,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_04.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 04
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-05,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 05,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05951,24.79338,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_05.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 05
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-06,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 06,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05955,24.79308,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_06.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 06
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-07,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 07,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05968,24.79212,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_07.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_07.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 07
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-08,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 08,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05812,24.79353,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_08.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_08.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 08
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-09,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 09,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06008,24.79244,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_09.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_09.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 09
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-10,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 10,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05926,24.79261,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_10.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_10.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 10
Hagia-triada-painting-on-limestone-sarcophagus-of-religious-rituals-from-hagia-triada-heraklion-am-11,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 11,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06014,24.792,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_11.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Painting_on_limestone_sarcophagus_of_religious_rituals_from_Hagia_Triada_-_Heraklion_AM_-_11.jpg,,Painting on limestone sarcophagus of religious rituals from Hagia Triada - Heraklion AM - 11
Hagia-triada-wall-painting-of-goats-being-led-to-an-altar-from-hagia-triada-heraklion-am,Wall painting of goats being led to an altar from Hagia Triada - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05998,24.79343,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_goats_being_led_to_an_altar_from_Hagia_Triada_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_goats_being_led_to_an_altar_from_Hagia_Triada_-_Heraklion_AM.jpg,,Wall painting of goats being led to an altar from Hagia Triada - Heraklion AM
