id,title,culture,theme,period,dateStart,dateEnd,site,region,currentMuseum,lat,lng,locationPrecision,imageUrl,image_photographer,image_license,image_licenseUrl,image_sourceUrl,sourceCitation,description
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-25,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 25,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75011,14.4852,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_25.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_25.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 25
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-26,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 26,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75213,14.48769,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_26.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_26.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 26
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-27,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 27,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75014,14.48633,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_27.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_27.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 27
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-28,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 28,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75054,14.48651,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_28.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_28.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 28
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-29,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 29,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75126,14.48637,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_29.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_29.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 29
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-30,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 30,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75025,14.48549,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_30.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_30.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 30
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-31,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 31,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75068,14.48701,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_31.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_31.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 31
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-32,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 32,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75176,14.48637,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_32.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_32.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 32
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-33,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 33,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75199,14.48715,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_33.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_33.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 33
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-34,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 34,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75106,14.48808,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_34.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_34.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 34
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-35,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 35,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75101,14.48771,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_35.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_35.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 35
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-36,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 36,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74946,14.48762,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_36.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_36.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 36
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-37,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 37,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75156,14.48736,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_37.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_37.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 37
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-38,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 38,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74965,14.48576,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_38.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_38.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 38
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-39,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 39,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75092,14.48688,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_39.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_39.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 39
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-40,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 40,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75227,14.48722,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_40.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_40.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 40
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-41,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 41,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75174,14.48607,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_41.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_41.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 41
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-42,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 42,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74994,14.48659,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_42.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_42.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 42
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-43,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 43,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75209,14.48579,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_43.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_43.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 43
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-44,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 44,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75186,14.48753,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_44.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_44.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 44
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-45,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 45,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75092,14.48558,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_45.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_45.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 45
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-46,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 46,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.7515,14.48685,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_46.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_46.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 46
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-47,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 47,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75133,14.48544,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_47.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_47.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 47
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-48,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 48,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74948,14.48633,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_48.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_48.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 48
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-49,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 49,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.75194,14.48529,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_49.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_49.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 49
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-50,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 50,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74969,14.48772,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_50.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_50.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 50
pompeii-wall-painting-phantastic-architecture-with-pictures-pompeii-viii-7-28-sanctuary-of-isis-porticus-napoli-man-51,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 51,Roman,General / Decorative,Late Neronian / Early Flavian,,,Pompeii,Campania,Naples National Archaeological Museum,40.74963,14.48614,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_51.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_-_phantastic_architecture_with_pictures_-_Pompeii_%28VIII_7_28_-_sanctuary_of_Isis_-_porticus%29_-_Napoli_MAN_-_51.jpg,,Wall painting - phantastic architecture with pictures - Pompeii (VIII 7 28 - sanctuary of Isis - porticus) - Napoli MAN - 51
